Id,Hazard
6,2.38063620329
7,4.95825923173
8,5.29060560473
9,3.34519220751
10,2.98757284633
11,3.7232358639
13,4.00697330013
14,2.71993031228
16,3.00354460039
17,3.1453947312
18,4.04473574413
20,3.49156718941
27,5.73932332318
28,3.82080432892
29,2.45576166424
30,2.93993308714
34,3.1638903114
35,3.53150604368
36,3.11015646524
37,3.16863690153
38,2.85477448988
40,3.36325925988
42,3.97380988922
46,3.09041571677
47,3.44609421832
48,4.19723466533
49,5.50700834767
51,4.02106022478
52,4.16111959346
53,1.85212883785
54,2.74644477728
55,1.81323968893
56,4.85473680681
57,2.62676037017
60,3.9071890128
61,2.43811218371
64,4.85016521502
65,3.90909073536
66,3.91501411336
68,4.43541709538
70,2.84719228698
71,2.40735214707
75,2.45511894694
76,3.02955065246
78,4.63489297336
80,2.98384659876
81,4.22112098995
82,3.52458211438
83,3.79165432585
85,2.25370158166
86,2.12394993527
87,3.11763124747
89,3.09278085217
90,3.40113275288
91,4.55852501916
92,3.76670208076
95,2.87818923998
97,4.91124042438
99,2.27445708111
101,3.52780351851
102,3.93042082022
103,2.9212976144
104,3.97822777419
107,3.24165551427
108,3.01028769591
111,2.51454262576
112,5.1309603597
115,5.04808759943
119,2.9286940613
121,3.52158387121
124,3.04501519967
128,4.15245979105
130,4.78991305257
131,4.55282785896
133,4.57621689481
134,3.75913153937
137,3.55955728575
138,3.95594000976
142,4.49044045384
143,4.25808684076
144,5.8351928199
145,4.01729948583
147,3.33291714662
148,3.93207127603
152,2.60639703757
154,8.75135684197
158,2.7271104866
159,3.27867367001
160,4.53616634563
161,4.31061144341
164,2.14069676732
165,2.95161961768
166,2.3101205717
167,2.65192342809
169,3.42502739209
170,4.25375532455
171,4.37980791551
175,2.80489148873
177,3.65940588636
178,3.8853483186
180,7.10353465882
182,3.37233498895
184,3.76696366858
185,4.65130520733
186,3.32609953977
190,3.63887744534
191,3.16284483392
192,2.59847447161
195,4.04258139712
196,4.75717736987
197,3.5602068203
198,3.46601577116
199,6.57268279492
200,2.82423326314
204,2.51889563497
205,3.86867030282
207,2.29810127923
208,2.76684843555
209,5.68169175404
211,5.16362913339
216,5.23727443166
217,1.90038214735
220,3.65026875466
223,4.92751979484
224,4.2579441688
230,3.16733724233
232,3.41140627662
235,3.17838138357
236,4.41499063712
238,3.33317247026
240,2.56434089998
242,3.61987705473
244,3.11984863931
245,3.31223217045
248,3.58454861127
251,3.07319624118
256,3.49970988824
258,5.36231674034
259,4.01985678165
261,4.25187527257
267,3.71953151267
268,3.59413376195
270,4.36171786969
272,4.97774134253
273,2.69507293071
275,1.88762822085
276,2.98941173685
277,3.67529872148
279,3.41998139713
283,3.27162053896
284,3.4766126518
286,2.6388297947
287,3.74116990775
288,2.59822261314
289,5.07907640466
292,3.28987041265
293,4.29215273048
295,3.61613950971
297,3.57621995615
301,4.22074735063
303,2.98469521102
304,2.94416716226
305,2.15417611973
308,3.21386728151
309,3.61391957198
313,3.03068199392
314,4.44648621191
315,3.32753020055
316,2.76884897855
318,3.77700733803
320,4.24708535121
324,3.67749097668
325,3.02163046534
326,2.64275961663
327,3.43147364453
328,5.66398332817
332,3.5139744227
333,4.96037996992
