Id,Hazard
6,2.54881061101
7,4.48184181142
8,5.08806602053
9,3.30509671351
10,2.86935250281
11,3.65136049947
13,3.93230979775
14,2.93111061613
16,3.19958165812
17,3.26162108262
18,3.97422433379
20,3.40769362759
27,5.5341972514
28,3.79383840684
29,2.47962824848
30,3.0402384368
34,3.11147867995
35,3.43780039344
36,3.16270201644
37,3.48879170896
38,2.88308957428
40,3.46687790512
42,4.00272273786
46,3.08068116391
47,3.47230018151
48,3.90522327116
49,5.14655966483
51,3.80988107357
52,3.79055919482
53,2.04294012486
54,2.92324182637
55,2.26278733946
56,4.84680130482
57,2.8253595187
60,3.7264246885
61,2.70010293545
64,4.61336152003
65,3.86987771852
66,3.77074975723
68,4.07191812292
70,2.92223519052
71,2.57529169885
75,2.68068866799
76,3.21438099749
78,4.59739186566
80,3.24709416599
81,4.06018579101
82,3.56315485868
83,3.89080928284
85,2.4754974685
86,2.25131280211
87,3.11510153645
89,2.72687193056
90,3.35026170254
91,4.18531143743
92,3.82652301312
95,2.89331721259
97,4.45379731535
99,2.50703663945
101,3.60436366597
102,3.97539646546
103,2.93981595115
104,3.64176826388
107,3.23137645236
108,3.10453231844
111,2.7100524976
112,4.92881450944
115,4.95620546958
119,3.04968038739
121,3.4412541948
124,3.22488108432
128,4.09712630779
130,4.76238083242
131,4.46571222728
133,4.37855429967
134,3.85504299068
137,3.52883041835
138,3.859641832
142,4.18146954971
143,4.27099143021
144,5.70786181866
145,3.91680172604
147,3.47541068997
148,3.81336975167
152,2.90308641388
154,8.29574649455
158,2.88826898348
159,3.19993519764
160,4.43980800545
161,4.28654839768
164,2.27500505386
165,3.07942217913
166,2.39167164572
167,2.7856607279
169,3.41475240867
170,4.1748177984
171,4.16155819345
175,2.96790291312
177,3.51558814587
178,3.83076984833
180,6.50367265507
182,3.24056900055
184,4.51354050215
185,4.86076974751
186,3.34844081636
190,3.75211287965
191,3.16013622822
192,2.73716147307
195,4.06647682609
196,4.74989652275
197,3.67421934947
198,3.63066354037
199,6.80032382577
200,2.88478843851
204,2.69675903817
205,3.78063143262
207,2.30676856223
208,3.00465531466
209,5.69851030852
211,5.06408604204
216,5.04242544041
217,2.03244668127
220,3.78633987859
223,4.74661695815
224,4.23220047602
230,3.28260505381
232,3.42168177277
235,3.22263657327
236,4.2310877577
238,3.26640661113
240,2.63875416685
242,3.78959101115
244,3.24102360837
245,3.37442674033
248,3.63326352949
251,3.23604876351
256,3.3441254533
258,5.27184813591
259,3.86097160092
261,4.15997491623
267,3.7330567601
268,3.79930272057
270,4.34986298171
272,4.56511236445
273,2.69180076243
275,2.06611058897
276,2.97481974934
277,3.267978014
279,3.45638922958
283,3.30804226792
284,3.51302236837
286,2.72768272198
287,3.55824708515
288,2.53285376413
289,4.97521149091
292,3.3914817439
293,4.16400126191
295,3.38827647701
297,3.41727760993
301,4.06720528485
303,3.02378106689
304,2.94059175483
305,2.37836252531
308,3.12680165058
309,3.66914534686
313,2.88729996152
314,4.26785669198
315,3.34145042717
316,2.87168899003
318,3.826484693
320,4.20589349984
324,3.45491744112
325,3.12822578538
326,2.74031084714
327,3.44896002441
328,5.30228193121
332,3.49277667618
333,4.83162906398
336,3.30280403136
339,3.60785703359
340,4.20933633535
342,3.59280471826
344,4.77362478286
345,3.52375965881
346,3.16806068856
349,3.77638113591
353,3.62090880206
355,3.54601629716
360,3.17729354436
363,3.0846716749
366,2.95320994104
367,3.30293248111
369,3.76067096488
371,4.59163623184
372,2.54023850424
374,2.4313069276
375,2.61865082496
378,3.17068440101
379,2.04099132761
381,3.87218325507
382,2.57384642694
384,2.95038653379
385,2.80815975528
387,3.79618114912
388,2.68077924588
389,3.85486184534
390,3.86431847394
393,3.85551804678
394,4.97056107581
395,3.31311303036
397,2.29572137006
398,4.43397546728
399,3.597422148
403,3.12493679971
404,2.74910615083
406,2.79302647391
407,2.71762423846
410,1.91154328619
411,3.54101665759
412,1.82929514646
413,4.51701550633
417,3.8000508509
419,3.63134615732
422,4.35682707353
425,2.79502337284
426,3.86373398764
427,4.15685477675
432,2.91599355211
434,3.3336545219
437,3.09745087022
438,2.77242393405
440,5.07198264727
441,3.97130479081
443,2.02310610756
445,4.15040799611
447,2.979268053
449,3.26690972672
450,3.69922077063
451,3.43725985542
453,4.45116767544
455,2.50486714754
456,3.91096111355
459,3.91497681322
461,3.03850492165
463,3.48705600554
466,4.07778597232
467,2.91159179351
469,3.32852265804
470,4.70149063825
472,3.60811537033
477,3.51067666315
481,2.76222381455
485,3.29001720581
492,3.27984204981
494,3.76759767212
497,3.26464494725
503,2.88062413169
504,3.83268515974
507,4.08052161881
509,2.765998177
511,4.49345676909
512,2.76159057235
513,2.72095072092
516,4.85319245548
517,2.23328038935
518,2.81849570688
522,3.900336867
525,2.62068307443
526,2.88349413252
527,6.05616889364
529,2.92849966613
534,4.75036561626
538,2.31802915569
540,4.53438913134
541,1.86238645266
542,4.78665313017
543,7.29675515608
544,4.72558549785
546,2.74597200665
547,3.15242697773
550,2.88288306421
554,3.59515964063
556,2.69190873493
558,3.10924171434
559,2.47813822704
560,3.96716472938
564,3.65290330365
565,2.36082717875
566,3.69644034405
567,4.21742957033
568,3.57970163557
570,2.98146187277
571,3.42503034544
575,2.90426807162
576,4.48576688518
585,2.29565934294
586,3.93731303114
589,2.96517943489
590,3.54349966433
591,3.0290566608
593,2.91823689698
594,2.96762895799
595,2.53663074026
596,3.14145192461
597,3.58635309781
598,2.95180477468
599,2.87667442665
600,4.2671561347
601,3.4745347626
609,3.33165832383
613,3.88171381108
619,3.59854388087
620,3.57520633262
621,5.8787770394
622,3.58376061392
623,2.47861508917
625,4.07778170741
626,2.91564379912
628,2.43497343266
629,4.41763799713
633,3.79188363004
634,3.60843801148
635,6.74013641037
636,3.3449635431
637,3.86300245778
638,3.0220364256
639,3.72789905838
640,3.89451024897
643,3.40916590311
645,3.18471218647
646,4.49900721316
647,2.6083862081
649,3.10135712255
650,3.27120298804
654,4.07309695852
656,2.12701277858
657,3.56557467237
661,4.34266590983
662,3.00106398332
663,3.4846998236
664,3.03129665814
667,3.68808350266
668,3.88820734392
672,2.65006523565
673,2.81886995834
675,4.11039055687
676,2.87957799788
677,3.48975723599
678,3.86687905119
679,4.16091890369
682,2.38837752195
684,3.0809684823
686,3.09055734928
687,5.27861495542
688,3.1930144437
689,2.80448509695
690,3.15190830745
691,3.89006993857
693,3.15152655838
694,3.26706571405
695,3.16008731821
696,2.98494598105
699,4.00149896191
702,4.37983865369
703,2.69799035565
704,2.24404988662
705,2.41243511951
708,3.1984992882
709,3.36497359919
710,3.17273478358
711,3.27487181726
712,4.24638512542
713,3.95473538874
714,3.61726119183
724,3.84252414404
725,3.12044690432
727,2.20618078323
729,3.37993257523
731,3.89355930326
732,3.29935222763
735,3.90478319236
736,3.60715897106
738,3.68050558582
739,3.0864460225
741,4.21100593177
744,2.81341651177
745,3.90297104955
749,3.16628724418
750,3.34369785705
753,3.2586925986
754,2.91773900943
756,2.98269227412
759,3.74930261431
763,2.79981646904
764,3.14472208929
765,4.05214315623
770,4.36038665855
773,3.12710054633
774,3.21296142863
778,2.26834963355
780,3.36127449409
781,4.24458707586
783,7.25296919168
784,3.39824680229
790,3.20495274692
791,3.87706752184
792,3.28859995215
793,2.32465709115
794,3.48877403612
795,2.88052426892
796,3.46576113549
801,4.66012064509
802,3.92252619696
805,3.14061940889
808,2.77716923661
809,3.63956007363
813,3.71024468777
814,4.59142919071
815,1.50731400225
816,4.27374621223
817,2.20799373553
821,2.97263039169
822,3.52794889595
823,3.14795400162
825,3.44799410279
826,3.46272337222
830,2.12777714392
832,3.2304190749
833,3.25337867801
835,2.42113742136
837,2.51818212148
838,2.12430749941
839,2.68916922366
841,4.13021608199
842,2.74219024746
844,4.22400880331
853,2.54706121495
855,3.43194776772
858,3.47534118364
859,2.95658172632
860,3.04010412874
861,2.84837963062
862,2.41033310902
868,2.55609932734
869,5.7606839845
874,4.26271256643
875,2.77628219361
877,3.37223011464
879,3.29902847527
885,3.89623527887
886,3.12703211563
887,3.48478862178
892,3.69617682854
894,3.51598590141
896,4.1788650533
898,2.3778252682
899,3.66978072337
900,3.90634915179
901,2.67240169579
903,4.39328519908
904,5.56277928841
906,3.44685156541
907,4.16970896659
908,3.42185598719
909,2.66526152353
915,3.04740492183
916,4.67441000373
917,3.84454481288
921,2.69607216081
922,4.08906386867
923,4.1075544999
924,3.58133056624
927,4.297404127
929,2.76524019796
932,3.22984107513
934,2.03928834701
935,5.2074355081
937,3.78850648357
940,3.0901164379
944,4.40494640819
946,3.87842988868
948,4.45499466835
950,4.71335923172
952,3.21876495434
953,3.87382580895
956,2.93950096896
959,3.15421192376
960,3.62305743481
961,2.56622280362
962,4.43087057336
966,3.59499805536
968,4.40240386008
969,3.59676624325
971,3.50273252489
972,3.41893674514
978,2.80246324712
983,3.77383376711
984,4.44240048525
985,3.43316777091
987,3.03362171788
988,3.47320102022
989,3.12530541703
991,3.45753244816
992,2.95298628512
993,3.079119119
997,3.66825636808
999,1.80698237118
1003,1.96019934929
1006,4.08812572102
1007,4.0166371292
1013,3.49215949754
1015,3.12151221861
1016,2.57832286849
1017,2.73591038904
1018,5.86764891195
1019,3.44074578235
1020,3.5121491818
1021,3.93513299325
1023,2.40408275004
1025,3.61338486549
1027,3.23022480252
1028,4.64834020346
1029,3.57438262787
1032,4.44799657382
1035,2.49928914122
1039,2.64666015879
1040,4.00563448934
1041,2.04208485482
1043,2.43674482294
1045,3.84769657332
1046,5.07930480969
1049,3.65453508376
1054,4.45342216823
1056,4.2195106608
1057,3.39144263767
1058,3.55580225685
1060,5.78219280717
1061,3.28040697875
1062,3.52622998489
1063,3.83002670404
1066,3.37132410009
1071,3.41016300138
1072,2.86318712812
1076,4.55677811106
1077,3.23052447286
1078,2.61076891044
1082,4.01415149141
1083,3.0688483542
1085,3.94684715694
1086,3.33295479421
1088,3.72761144482
1089,5.29534802232
1090,3.74869675461
1093,3.33139667128
1094,3.84641111168
1095,4.55723165154
1096,3.69092458452
1097,2.97997401214
1098,3.63519016261
1103,3.06748311564
1104,3.65298582373
1109,3.12119896856
1110,3.1420469073
1111,4.75227500937
1113,2.7556995852
1114,2.26062896817
1115,2.92335075762
1117,3.53250265526
1118,2.28454157388
1121,3.60151233398
1122,2.86670921932
1124,3.7243581693
1125,2.29985107619
1126,3.97737799228
1127,2.97821507136
1128,4.2055783719
1130,2.97145575361
1132,3.83428779678
1135,3.97475911162
1136,3.42671215092
1139,5.7175661924
1140,3.62437889763
1141,2.66611565576
1147,4.17329270561
1150,5.00066071429
