Id,Hazard
6,2.68341197917
7,5.41137513268
8,5.53357059019
9,3.1303501615
10,2.97403877811
11,3.71506971348
13,4.38744840305
14,2.49727341384
16,2.70446559427
17,2.70788272101
18,4.20545748795
20,3.57015787826
27,5.77041432841
28,3.93346701588
29,2.64494312227
30,2.75761288708
34,3.37317489564
35,3.98394284542
36,3.33649183504
37,2.80203009652
38,2.80812960732
40,3.42140768622
42,3.84037921049
46,3.07071855658
47,3.42349490643
48,4.27252754772
49,5.73139115404
51,4.24658498953
52,4.52669630342
53,1.74560515439
54,2.72718234202
55,1.68321849761
56,5.26130025988
57,2.48880828551
60,4.44474192377
61,1.96812931591
64,5.2371789924
65,3.82401020799
66,4.13343592552
68,4.86135171804
70,2.88631736473
71,2.23673254445
75,2.30852345622
76,2.89554687325
78,5.09398451628
80,2.66250234135
81,4.65046286315
82,3.57535177762
83,3.98503972379
85,1.38048681876
86,2.29383945793
87,3.1666757675
89,3.26455059438
90,3.58047424847
91,4.34678068283
92,3.57560759652
95,2.85188269625
97,5.15149097255
99,2.30359209791
101,3.47751227484
102,3.77947900026
103,3.08245898607
104,4.3339292816
107,3.88089386898
108,2.71373289354
111,2.38086710235
112,5.24037333335
115,4.98722762104
119,2.68907725142
121,3.49481913726
124,2.82648093606
128,4.41604790901
130,5.01045118391
131,4.77760763262
133,4.33092058171
134,3.74813156979
137,3.67637910857
138,3.83617460284
142,4.67216848316
143,4.33054026269
144,5.87613633886
145,4.21012836177
147,3.13651927864
148,4.00212217093
152,2.17044215722
154,9.65848081143
158,2.65486019484
159,3.43706819762
160,4.68311952983
161,4.29058994876
164,2.10819169428
165,2.66387464183
166,2.03483349256
167,2.69347630173
169,3.32619881089
170,4.56726772892
171,4.39482703152
175,2.36615989366
177,3.56569086781
178,4.25133415452
180,6.83401318908
182,3.44736885099
184,4.28997965186
185,4.64546120843
186,2.82760983908
190,3.59857164945
191,3.31263338058
192,2.3215483609
195,5.84616287948
196,4.61175646058
197,3.40517601684
198,2.96437016651
199,6.40651184315
200,3.29253902623
204,2.49779808743
205,3.82515887269
207,2.191931151
208,2.74685485522
209,6.00902260447
211,5.43037903336
216,5.18906163505
217,1.99527430677
220,3.49647417072
223,5.01173190774
224,4.3776125883
230,3.06980358393
232,3.32106508131
235,3.29025912085
236,4.67320099894
238,3.23419064286
240,2.38423921859
242,3.46412888159
244,2.85663240408
245,3.399217718
248,3.52623022163
251,3.15842785516
256,3.57708934213
258,4.98168435434
259,4.25836655261
261,4.3835154587
267,3.86467029538
268,3.04990489054
270,4.46823367785
272,5.10175614019
273,2.7375825652
275,1.44686394461
276,2.84874802863
277,4.67358395961
279,3.55927524921
283,3.21081148288
284,3.68476856559
286,2.73205905503
287,3.7660333639
288,2.57260852032
289,5.20603080386
292,3.29630414867
293,4.4423836284
295,5.96020156245
297,3.16619576582
301,4.45860339097
303,2.68019922245
304,3.02637060865
305,2.15718538064
308,3.43400991775
309,3.50769097759
313,3.13086382644
314,4.24525410989
315,3.43858660884
316,2.92591694158
318,4.12125830554
320,4.4736287246
324,3.64460525553
325,2.39666089032
326,2.63145807017
327,3.3172288758
328,6.00392222631
332,3.53698382441
333,5.86472998813
336,3.19356246344
339,3.66516809074
340,4.04281851819
342,3.69453814629
344,3.88428032206
345,3.28907618138
346,3.31900544113
349,4.22573134774
353,4.04444094854
355,3.61202015018
360,2.62736599292
363,2.98169600157
366,3.11849315407
367,3.04013003111
369,4.05998239804
371,5.47390854824
372,2.45801849921
374,2.2247613816
